Date,Adj Close,Close,High,Low,Open,Volume,Body,Range,Upper_Wick,Lower_Wick,Body_Ratio,Upper_Wick_Ratio,Lower_Wick_Ratio,PivotHigh,PivotLow,HH,HL,LH,LL,Structure,Trend,Market_Control,EMA50,EMA200,HTF_Bias,Hammer,Inverted_Hammer,Doji,Bullish_Engulfing,Bearish_Engulfing,Shooting_Star,Morning_Star,Evening_Star,Previous_Trend,Trend_Reversal,Pattern_Context,Reversal_Confirmed
2023-07-20,1289.76,1309.93,1315.47,1290.0,1290.0,38717624,19.93,25.47,5.54,0.0,0.7825,0.2175,0.0,,,False,False,False,False,,Uptrend,Buyers,1194.28,1149.51,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-07-21,1249.83,1269.38,1307.45,1261.8,1304.5,30249238,35.12,45.65,2.95,7.58,0.7693,0.0646,0.166,,,False,False,False,False,,Uptrend,Buyers,1197.23,1150.71,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-07-24,1224.55,1243.7,1257.47,1234.65,1240.5,23727866,3.2,22.82,13.77,5.85,0.1402,0.6034,0.2564,,1234.65,False,True,False,False,HL,Uptrend,Buyers,1199.05,1151.63,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-07-25,1223.77,1242.9,1252.6,1240.0,1247.0,12026020,4.1,12.6,5.6,2.9,0.3254,0.4444,0.2302,,,False,False,False,False,,Uptrend,Buyers,1200.77,1152.54,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-07-26,1243.66,1263.1,1273.5,1242.5,1242.5,12911012,20.6,31.0,10.4,0.0,0.6645,0.3355,0.0,,,False,False,False,False,,Uptrend,Buyers,1203.21,1153.64,Bullish,0,0,0,1,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-07-27,1232.09,1251.35,1268.82,1245.18,1267.03,17226898,15.68,23.64,1.79,6.17,0.6633,0.0757,0.261,,,False,False,False,False,,Uptrend,Buyers,1205.1,1154.61,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-07-28,1244.47,1263.93,1271.43,1250.28,1256.03,20827852,7.9,21.15,7.5,5.75,0.3735,0.3546,0.2719,,,False,False,False,False,,Uptrend,Buyers,1207.41,1155.7,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-07-31,1255.0,1274.62,1276.95,1258.97,1263.93,8551174,10.69,17.98,2.33,4.96,0.5945,0.1296,0.2759,,,False,False,False,False,,Uptrend,Buyers,1210.04,1156.88,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2023-08-01,1237.26,1256.6,1279.5,1252.65,1277.5,9536632,20.9,26.85,2.0,3.95,0.7784,0.0745,0.1471,1279.5,,False,False,True,False,LH,Downtrend,Sellers,1211.87,1157.87,Bullish,0,0,0,0,1,0,0,0,Uptrend,Bearish Reversal,Bearish Pattern in Uptrend,Yes
2023-08-02,1224.04,1243.18,1256.0,1231.8,1254.6,12748214,11.42,24.2,1.4,11.38,0.4719,0.0579,0.4702,,,False,False,False,False,,Downtrend,Sellers,1213.1,1158.72,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-08-03,1218.89,1237.95,1250.45,1229.03,1237.65,10168350,0.3,21.42,12.5,8.62,0.014,0.5836,0.4024,,1229.03,False,False,False,True,LL,Downtrend,Sellers,1214.07,1159.51,Bullish,0,0,1,0,0,0,1,0,Downtrend,No Reversal,Market Indecision,No
2023-08-04,1235.46,1254.78,1258.0,1235.8,1249.4,22885610,5.38,22.2,3.22,13.6,0.2423,0.145,0.6126,,,False,False,False,False,,Downtrend,Sellers,1215.67,1160.46,Bullish,1,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2023-08-07,1242.5,1261.93,1264.2,1252.5,1260.5,5982870,1.43,11.7,2.27,8.0,0.1222,0.194,0.6838,,,False,False,False,False,,Downtrend,Sellers,1217.48,1161.47,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-08-08,1235.02,1254.32,1267.22,1249.78,1264.0,9844072,9.68,17.44,3.22,4.54,0.555,0.1846,0.2603,,,False,False,False,False,,Downtrend,Sellers,1218.93,1162.39,Bullish,0,0,0,0,1,0,0,1,Downtrend,No Reversal,No Context,No
2023-08-09,1243.16,1262.6,1264.5,1240.55,1252.43,11486586,10.17,23.95,1.9,11.88,0.4246,0.0793,0.496,,,False,False,False,False,,Downtrend,Sellers,1220.64,1163.39,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-08-10,1248.7,1268.22,1275.0,1254.22,1262.47,15470598,5.75,20.78,6.78,8.25,0.2767,0.3263,0.397,,,False,False,False,False,,Downtrend,Sellers,1222.51,1164.43,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-08-11,1253.97,1273.57,1279.43,1256.18,1266.22,22179330,7.35,23.25,5.86,10.04,0.3161,0.252,0.4318,,,False,False,False,False,,Downtrend,Sellers,1224.51,1165.52,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-08-14,1268.79,1288.62,1291.15,1262.5,1269.5,9575812,19.12,28.65,2.53,7.0,0.6674,0.0883,0.2443,,,False,False,False,False,,Downtrend,Sellers,1227.02,1166.74,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-08-16,1267.75,1287.57,1291.4,1275.5,1275.5,10203112,12.07,15.9,3.83,0.0,0.7591,0.2409,0.0,1291.4,,True,False,False,False,HH,Uptrend,Buyers,1229.4,1167.95,Bullish,0,0,0,0,0,0,0,0,Downtrend,Bullish Reversal,No Context,No
2023-08-17,1249.47,1269.0,1289.05,1266.43,1283.55,13673744,14.55,22.62,5.5,2.57,0.6432,0.2431,0.1136,,,False,False,False,False,,Uptrend,Buyers,1230.95,1168.95,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2023-08-18,1258.72,1278.4,1288.8,1254.28,1265.62,18639978,12.78,34.52,10.4,11.34,0.3702,0.3013,0.3285,,,False,False,False,False,,Uptrend,Buyers,1232.81,1170.04,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-08-21,1244.99,1260.0,1277.72,1257.82,1269.97,9221746,9.97,19.9,7.75,2.18,0.501,0.3894,0.1095,,,False,False,False,False,,Uptrend,Buyers,1233.88,1170.94,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-08-22,1244.69,1259.7,1268.97,1249.5,1258.45,7713044,1.25,19.47,9.27,8.95,0.0642,0.4761,0.4597,,,False,False,False,False,,Uptrend,Buyers,1234.89,1171.82,Bullish,0,0,1,0,0,0,0,0,Uptrend,No Reversal,Market Indecision,No
2023-08-23,1246.07,1261.1,1271.43,1258.47,1262.1,9517952,1.0,12.96,9.33,2.63,0.0772,0.7199,0.2029,,,False,False,False,False,,Uptrend,Buyers,1235.92,1172.71,Bullish,0,0,1,0,0,0,0,0,Uptrend,No Reversal,Market Indecision,No
2023-08-24,1225.13,1239.9,1269.95,1235.5,1269.95,14140020,30.05,34.45,0.0,4.4,0.8723,0.0,0.1277,,,False,False,False,False,,Uptrend,Buyers,1236.07,1173.38,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2023-08-25,1219.47,1234.18,1252.5,1221.3,1228.0,22222400,6.18,31.2,18.32,6.7,0.1981,0.5872,0.2147,,,False,False,False,False,,Uptrend,Buyers,1236.0,1173.98,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-08-28,1207.32,1221.88,1242.0,1215.55,1236.0,12580826,14.12,26.45,6.0,6.33,0.5338,0.2268,0.2393,,,False,False,False,False,,Uptrend,Buyers,1235.45,1174.46,Bullish,0,0,0,0,1,0,0,0,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2023-08-29,1195.76,1210.18,1226.72,1204.07,1226.03,16876644,15.85,22.65,0.69,6.11,0.6998,0.0305,0.2698,,,False,False,False,False,,Uptrend,Buyers,1234.45,1174.81,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-08-30,1194.62,1209.03,1221.5,1207.5,1216.0,12168946,6.97,14.0,5.5,1.53,0.4979,0.3929,0.1093,,,False,False,False,False,,Uptrend,Buyers,1233.46,1175.15,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-08-31,1189.16,1203.5,1212.5,1199.95,1211.5,21638600,8.0,12.55,1.0,3.55,0.6375,0.0797,0.2829,,1199.95,False,False,False,True,LL,Downtrend,Sellers,1232.28,1175.44,Bullish,0,0,0,0,0,0,0,0,Uptrend,Bearish Reversal,No Context,No
2023-09-01,1191.95,1206.32,1212.82,1200.82,1203.28,18112842,3.04,12.0,6.5,2.46,0.2533,0.5417,0.205,,,False,False,False,False,,Downtrend,Sellers,1231.26,1175.74,Bullish,0,1,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2023-09-04,1190.99,1205.35,1211.82,1202.65,1206.32,9347626,0.97,9.17,5.5,2.7,0.1058,0.5998,0.2944,,,False,False,False,False,,Downtrend,Sellers,1230.25,1176.04,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-05,1197.36,1211.8,1216.97,1206.22,1210.0,8675876,1.8,10.75,5.17,3.78,0.1674,0.4809,0.3516,,,False,False,False,False,,Downtrend,Sellers,1229.53,1176.39,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-06,1199.88,1214.35,1218.07,1208.62,1210.55,8200370,3.8,9.45,3.72,1.93,0.4021,0.3937,0.2042,,,False,False,False,False,,Downtrend,Sellers,1228.93,1176.77,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-07,1201.51,1216.0,1219.12,1205.5,1210.85,13652572,5.15,13.62,3.12,5.35,0.3781,0.2291,0.3928,,,False,False,False,False,,Downtrend,Sellers,1228.42,1177.16,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-08,1209.51,1224.1,1228.0,1211.47,1220.0,23109288,4.1,16.53,3.9,8.53,0.248,0.2359,0.516,,,False,False,False,False,,Downtrend,Sellers,1228.25,1177.63,Bullish,1,0,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2023-09-11,1222.56,1237.3,1238.43,1226.0,1226.0,13271074,11.3,12.43,1.13,0.0,0.9091,0.0909,0.0,,,False,False,False,False,,Downtrend,Sellers,1228.61,1178.22,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-12,1204.89,1219.43,1241.5,1217.97,1241.5,16255666,22.07,23.53,0.0,1.46,0.938,0.0,0.062,1241.5,,False,False,True,False,LH,Downtrend,Sellers,1228.25,1178.63,Bullish,0,0,0,0,1,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-13,1210.92,1225.53,1231.32,1213.12,1220.0,12803338,5.53,18.2,5.79,6.88,0.3038,0.3181,0.378,,,False,False,False,False,,Downtrend,Sellers,1228.14,1179.1,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-14,1212.03,1226.65,1232.9,1222.5,1230.0,9209636,3.35,10.4,2.9,4.15,0.3221,0.2788,0.399,,,False,False,False,False,,Downtrend,Sellers,1228.08,1179.57,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-15,1214.28,1228.93,1234.0,1224.75,1234.0,25468592,5.07,9.25,0.0,4.18,0.5481,0.0,0.4519,,,False,False,False,False,,Downtrend,Sellers,1228.12,1180.06,Bullish,0,0,0,0,0,0,0,1,Downtrend,No Reversal,No Context,No
2023-09-18,1203.71,1218.22,1225.5,1216.03,1220.03,7516300,1.81,9.47,5.47,2.19,0.1911,0.5776,0.2313,,,False,False,False,False,,Downtrend,Sellers,1227.73,1180.44,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-20,1176.88,1191.07,1213.8,1177.5,1211.53,57081884,20.46,36.3,2.27,13.57,0.5636,0.0625,0.3738,,,False,False,False,False,,Downtrend,Sellers,1226.29,1180.55,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-21,1168.31,1182.4,1195.05,1180.0,1187.47,12226182,5.07,15.05,7.58,2.4,0.3369,0.5037,0.1595,,,False,False,False,False,,Downtrend,Sellers,1224.57,1180.57,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-22,1163.44,1177.47,1191.22,1175.0,1188.0,19176786,10.53,16.22,3.22,2.47,0.6492,0.1985,0.1523,,,False,False,False,False,,Downtrend,Sellers,1222.72,1180.54,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-25,1156.28,1170.22,1180.35,1167.55,1175.2,14254884,4.98,12.8,5.15,2.67,0.3891,0.4023,0.2086,,,False,False,False,False,,Downtrend,Sellers,1220.66,1180.43,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-26,1157.29,1171.25,1175.1,1167.8,1169.28,10087782,1.97,7.3,3.85,1.48,0.2699,0.5274,0.2027,,,False,False,False,False,,Downtrend,Sellers,1218.73,1180.34,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2023-09-27,1170.34,1184.45,1185.9,1169.25,1171.75,11722778,12.7,16.65,1.45,2.5,0.7628,0.0871,0.1502,,,False,False,False,False,,Downtrend,Sellers,1217.38,1180.38,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2023-09-28,1153.14,1167.05,1191.5,1162.5,1191.5,14518346,24.45,29.0,0.0,4.55,0.8431,0.0,0.1569,,,False,False,False,False,,Downtrend,Sellers,1215.41,1180.25,Bullish,0,0,0,0,1,0,0,0,Downtrend,No Reversal,No Context,No
2023-09-29,1158.53,1172.5,1184.55,1167.05,1170.9,12342014,1.6,17.5,12.05,3.85,0.0914,0.6886,0.22,,,False,False,False,False,,Downtrend,Sellers,1213.73,1180.17,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2023-10-03,1145.26,1159.07,1167.8,1158.0,1164.97,8859056,5.9,9.8,2.83,1.07,0.602,0.2888,0.1092,,,False,False,False,False,,Downtrend,Sellers,1211.58,1179.96,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-04,1143.29,1157.07,1159.5,1147.55,1154.5,10286386,2.57,11.95,2.43,6.95,0.2151,0.2033,0.5816,,,False,False,False,False,,Downtrend,Sellers,1209.44,1179.74,Bullish,1,0,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2023-10-05,1143.26,1157.05,1164.7,1154.5,1159.62,10953682,2.57,10.2,5.08,2.55,0.252,0.498,0.25,,,False,False,False,False,,Downtrend,Sellers,1207.39,1179.51,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-06,1145.19,1159.0,1162.4,1156.03,1158.53,5431026,0.47,6.37,3.4,2.5,0.0738,0.5338,0.3925,,,False,False,False,False,,Downtrend,Sellers,1205.49,1179.31,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2023-10-09,1135.43,1149.12,1155.97,1147.5,1154.05,7576878,4.93,8.47,1.92,1.62,0.5821,0.2267,0.1913,,1147.5,False,False,False,True,LL,Downtrend,Sellers,1203.28,1179.01,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-10,1140.45,1154.2,1158.95,1151.88,1153.28,10236032,0.92,7.07,4.75,1.4,0.1301,0.6719,0.198,,,False,False,False,False,,Downtrend,Sellers,1201.36,1178.76,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-11,1158.55,1172.53,1174.85,1156.5,1157.22,9814118,15.31,18.35,2.32,0.72,0.8343,0.1264,0.0392,,,False,False,False,False,,Downtrend,Sellers,1200.23,1178.7,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2023-10-12,1160.7,1174.7,1179.68,1169.07,1171.93,12554450,2.77,10.61,4.98,2.86,0.2611,0.4694,0.2696,,,False,False,False,False,,Downtrend,Sellers,1199.22,1178.66,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-13,1160.65,1174.65,1178.75,1164.57,1170.0,10150316,4.65,14.18,4.1,5.43,0.3279,0.2891,0.3829,,,False,False,False,False,,Downtrend,Sellers,1198.26,1178.62,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-16,1158.06,1172.03,1177.28,1168.0,1172.5,5929036,0.47,9.28,4.78,4.03,0.0506,0.5151,0.4343,,,False,False,False,False,,Downtrend,Sellers,1197.23,1178.55,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2023-10-17,1163.59,1177.62,1179.85,1170.65,1178.0,7928180,0.38,9.2,1.85,6.97,0.0413,0.2011,0.7576,,,False,False,False,False,,Downtrend,Sellers,1196.46,1178.54,Bullish,0,0,1,0,0,0,0,1,Downtrend,No Reversal,Market Indecision,No
2023-10-18,1148.15,1162.0,1183.5,1160.5,1177.62,8918320,15.62,23.0,5.88,1.5,0.6791,0.2557,0.0652,1183.5,,False,False,True,False,LH,Downtrend,Sellers,1195.11,1178.38,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-19,1139.34,1153.07,1160.9,1150.5,1156.0,12032556,2.93,10.4,4.9,2.57,0.2817,0.4712,0.2471,,,False,False,False,False,,Downtrend,Sellers,1193.46,1178.13,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-20,1135.85,1149.55,1157.35,1148.15,1150.0,8913312,0.45,9.2,7.35,1.4,0.0489,0.7989,0.1522,,,False,False,False,False,,Downtrend,Sellers,1191.74,1177.84,Bullish,0,0,1,0,0,0,0,0,Downtrend,No Reversal,Market Indecision,No
2023-10-23,1118.12,1131.6,1153.12,1127.62,1145.0,7853962,13.4,25.5,8.12,3.98,0.5255,0.3184,0.1561,,,False,False,False,False,,Downtrend,Sellers,1189.38,1177.38,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-25,1115.52,1128.97,1140.6,1121.5,1125.03,11620688,3.94,19.1,11.63,3.53,0.2063,0.6089,0.1848,,,False,False,False,False,,Downtrend,Sellers,1187.01,1176.9,Bullish,0,1,0,0,0,0,0,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2023-10-26,1099.98,1113.25,1129.0,1110.15,1125.5,15222534,12.25,18.85,3.5,3.1,0.6499,0.1857,0.1645,,1110.15,False,False,False,True,LL,Downtrend,Sellers,1184.12,1176.27,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-27,1119.4,1132.9,1136.75,1117.97,1120.0,11771084,12.9,18.78,3.85,2.03,0.6869,0.205,0.1081,,,False,False,False,False,,Downtrend,Sellers,1182.11,1175.83,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-30,1142.47,1156.25,1162.5,1134.97,1137.0,16813304,19.25,27.53,6.25,2.03,0.6992,0.227,0.0737,,,False,False,False,False,,Downtrend,Sellers,1181.1,1175.64,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-10-31,1130.32,1143.95,1164.0,1141.45,1164.0,12808438,20.05,22.55,0.0,2.5,0.8891,0.0,0.1109,,,False,False,False,False,,Downtrend,Sellers,1179.64,1175.32,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-11-01,1135.01,1148.7,1158.75,1137.6,1144.57,10309190,4.13,21.15,10.05,6.97,0.1953,0.4752,0.3296,,,False,False,False,False,,Downtrend,Sellers,1178.43,1175.06,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-11-02,1146.28,1160.1,1162.15,1153.97,1156.97,10562104,3.13,8.18,2.05,3.0,0.3826,0.2506,0.3667,,,False,False,False,False,,Downtrend,Sellers,1177.71,1174.91,Bullish,0,0,0,0,0,0,1,0,Downtrend,No Reversal,Bullish Pattern in Downtrend,No
2023-11-03,1146.03,1159.85,1167.47,1157.88,1163.6,8850156,3.75,9.59,3.87,1.97,0.391,0.4035,0.2054,,,False,False,False,False,,Downtrend,Sellers,1177.01,1174.76,Bullish,0,0,0,0,0,0,0,1,Downtrend,No Reversal,No Context,No
2023-11-06,1155.56,1169.5,1170.0,1162.8,1166.15,10647304,3.35,7.2,0.5,3.35,0.4653,0.0694,0.4653,,,False,False,False,False,,Downtrend,Sellers,1176.71,1174.71,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-11-07,1148.06,1161.9,1169.55,1159.78,1167.03,6960204,5.13,9.77,2.52,2.12,0.5251,0.2579,0.217,,,False,False,False,False,,Downtrend,Sellers,1176.13,1174.58,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-11-08,1154.03,1167.95,1170.5,1160.88,1166.0,7884494,1.95,9.62,2.55,5.12,0.2027,0.2651,0.5322,,,False,False,False,False,,Downtrend,Sellers,1175.81,1174.52,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-11-09,1141.51,1155.28,1167.95,1152.1,1167.93,14513610,12.65,15.85,0.02,3.18,0.7981,0.0013,0.2006,,,False,False,False,False,,Downtrend,Sellers,1175.01,1174.32,Bullish,0,0,0,0,0,0,0,0,Downtrend,No Reversal,No Context,No
2023-11-10,1143.66,1157.45,1158.18,1149.03,1152.78,7734954,4.67,9.15,0.73,3.75,0.5104,0.0798,0.4098,,1149.03,False,True,False,False,HL,Uptrend,Buyers,1174.32,1174.16,Bullish,0,0,0,0,0,0,0,0,Downtrend,Bullish Reversal,No Context,No
2023-11-13,1143.51,1157.3,1162.3,1155.85,1161.45,3854810,4.15,6.45,0.85,1.45,0.6434,0.1318,0.2248,,,False,False,False,False,,Uptrend,Buyers,1173.65,1173.99,Bearish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-11-15,1164.19,1178.22,1180.97,1163.5,1170.0,12220648,8.22,17.47,2.75,6.5,0.4705,0.1574,0.3721,,,False,False,False,False,,Uptrend,Buyers,1173.83,1174.03,Bearish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-11-16,1166.29,1180.35,1187.07,1173.47,1175.55,13134910,4.8,13.6,6.72,2.08,0.3529,0.4941,0.1529,,,False,False,False,False,,Uptrend,Buyers,1174.09,1174.09,Bearish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-11-17,1163.74,1177.78,1186.62,1176.03,1176.45,7758634,1.33,10.59,8.84,0.42,0.1256,0.8347,0.0397,,,False,False,False,False,,Uptrend,Buyers,1174.23,1174.13,Bullish,0,1,0,0,0,1,0,0,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2023-11-20,1160.68,1174.68,1179.2,1168.2,1174.28,4490186,0.4,11.0,4.52,6.08,0.0364,0.4109,0.5527,,,False,False,False,False,,Uptrend,Buyers,1174.25,1174.14,Bullish,0,0,1,0,0,0,0,0,Uptrend,No Reversal,Market Indecision,No
2023-11-21,1175.28,1189.45,1194.0,1180.1,1183.0,8214450,6.45,13.9,4.55,2.9,0.464,0.3273,0.2086,,,False,False,False,False,,Uptrend,Buyers,1174.84,1174.29,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-11-22,1179.87,1194.1,1197.22,1186.1,1187.5,8534814,6.6,11.12,3.12,1.4,0.5935,0.2806,0.1259,,,False,False,False,False,,Uptrend,Buyers,1175.6,1174.48,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-11-23,1183.48,1197.75,1200.0,1194.1,1194.1,8531542,3.65,5.9,2.25,0.0,0.6186,0.3814,0.0,,,False,False,False,False,,Uptrend,Buyers,1176.47,1174.72,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-11-24,1182.69,1196.95,1201.3,1195.53,1195.8,6749486,1.15,5.77,4.35,0.27,0.1993,0.7539,0.0468,,,False,False,False,False,,Uptrend,Buyers,1177.27,1174.94,Bullish,0,1,0,0,0,1,0,0,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2023-11-28,1182.93,1197.2,1199.85,1187.62,1196.95,13792174,0.25,12.23,2.65,9.33,0.0204,0.2167,0.7629,,,False,False,False,False,,Uptrend,Buyers,1178.05,1175.16,Bullish,0,0,1,0,0,0,0,0,Uptrend,No Reversal,Market Indecision,No
2023-11-29,1186.05,1200.35,1205.97,1199.03,1204.0,12531306,3.65,6.94,1.97,1.32,0.5259,0.2839,0.1902,,,False,False,False,False,,Uptrend,Buyers,1178.93,1175.41,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2023-11-30,1174.56,1188.72,1200.35,1184.95,1197.35,28439984,8.63,15.4,3.0,3.77,0.5604,0.1948,0.2448,,1184.95,False,True,False,False,HL,Uptrend,Buyers,1179.31,1175.54,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-12-01,1182.89,1197.15,1198.2,1188.8,1189.0,14342842,8.15,9.4,1.05,0.2,0.867,0.1117,0.0213,,,False,False,False,False,,Uptrend,Buyers,1180.01,1175.76,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-12-04,1195.68,1210.1,1225.0,1199.3,1225.0,15590990,14.9,25.7,0.0,10.8,0.5798,0.0,0.4202,,,False,False,False,False,,Uptrend,Buyers,1181.19,1176.1,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-12-05,1204.35,1218.88,1220.43,1210.82,1219.5,12693624,0.62,9.61,0.93,8.06,0.0645,0.0968,0.8387,,,False,False,False,False,,Uptrend,Buyers,1182.67,1176.52,Bullish,0,0,1,0,0,0,0,0,Uptrend,No Reversal,Market Indecision,No
2023-12-06,1215.89,1230.55,1236.47,1217.5,1223.55,16422442,7.0,18.97,5.92,6.05,0.369,0.3121,0.3189,,,False,False,False,False,,Uptrend,Buyers,1184.55,1177.06,Bullish,0,0,0,0,0,0,1,0,Uptrend,No Reversal,No Context,No
2023-12-07,1213.89,1228.53,1230.47,1221.0,1230.0,8142096,1.47,9.47,0.47,7.53,0.1552,0.0496,0.7951,,,False,False,False,False,,Uptrend,Buyers,1186.27,1177.57,Bullish,1,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
2023-12-08,1213.24,1227.88,1238.35,1222.5,1231.93,10204894,4.05,15.85,6.42,5.38,0.2555,0.405,0.3394,,,False,False,False,False,,Uptrend,Buyers,1187.9,1178.07,Bullish,0,0,0,0,0,0,0,1,Uptrend,No Reversal,Bearish Pattern in Uptrend,No
2023-12-11,1215.02,1229.68,1233.8,1226.2,1228.0,7066138,1.68,7.6,4.12,1.8,0.2211,0.5421,0.2368,,,False,False,False,False,,Uptrend,Buyers,1189.54,1178.59,Bullish,0,0,0,0,0,0,0,0,Uptrend,No Reversal,No Context,No
